# Stacks v1.46;  Phylip sequential; October 04, 2020
# Seq Pos	Locus ID	Column	Population
4518	200511	8	TGCP:G,MRLP:G,STT:G,FSSP:K,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4519	200541	31	TGCP:Y,MRLP:T,STT:N,FSSP:Y,HNL:T,MPO:N,OICP:Y,IRO:Y,HGRF:C,PTP:C,RRL:Y,RRO:Y,CPS:N,PPNP:T,FPPI:T,CRWA:Y,PCRA:Y,DHFA:T,
4520	200587	49	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:N,RRO:C,CPS:Y,PPNP:N,FPPI:N,CRWA:C,PCRA:C,DHFA:N,
4521	200595	35	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:N,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:N,FPPI:N,CRWA:G,PCRA:G,DHFA:S,
4522	200603	43	TGCP:N,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:Y,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:N,PCRA:C,DHFA:C,
4523	200730	31	TGCP:G,MRLP:G,STT:G,FSSP:R,HNL:G,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:A,FPPI:N,CRWA:G,PCRA:G,DHFA:N,
4524	200798	6	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:T,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:K,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:T,
4525	200923	8	TGCP:A,MRLP:A,STT:A,FSSP:A,HNL:A,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:A,CRWA:A,PCRA:W,DHFA:A,
4526	200960	38	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:Y,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4527	200976	13	TGCP:A,MRLP:A,STT:A,FSSP:N,HNL:A,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:N,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:W,CRWA:A,PCRA:A,DHFA:A,
4528	201076	12	TGCP:A,MRLP:A,STT:A,FSSP:R,HNL:A,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:R,PPNP:A,FPPI:A,CRWA:A,PCRA:A,DHFA:N,
4529	201090	64	TGCP:C,MRLP:C,STT:C,FSSP:M,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4530	201220	16	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:A,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:R,FPPI:R,CRWA:G,PCRA:G,DHFA:R,
4531	201321	25	TGCP:N,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:Y,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:N,DHFA:C,
4532	201549	57	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:K,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4533	201592	35	TGCP:G,MRLP:G,STT:G,FSSP:N,HNL:N,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:K,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:N,
4534	201698	23	TGCP:G,MRLP:G,STT:N,FSSP:G,HNL:S,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:S,
4535	201721	49	TGCP:R,MRLP:R,STT:R,FSSP:R,HNL:N,MPO:N,OICP:R,IRO:R,HGRF:R,PTP:N,RRL:R,RRO:R,CPS:R,PPNP:A,FPPI:N,CRWA:R,PCRA:R,DHFA:R,
4536	201758	21	TGCP:C,MRLP:N,STT:C,FSSP:N,HNL:Y,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:Y,
4537	201773	52	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:R,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:N,FPPI:N,CRWA:G,PCRA:G,DHFA:N,
4538	201792	17	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:G,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:N,FPPI:N,CRWA:T,PCRA:T,DHFA:N,
4539	201893	16	TGCP:C,MRLP:N,STT:C,FSSP:C,HNL:C,MPO:C,OICP:C,IRO:N,HGRF:C,PTP:N,RRL:Y,RRO:Y,CPS:N,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4540	201909	15	TGCP:A,MRLP:M,STT:A,FSSP:A,HNL:A,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:A,CRWA:A,PCRA:A,DHFA:A,
4541	202014	6	TGCP:G,MRLP:G,STT:G,FSSP:N,HNL:R,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:N,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:R,
4542	202015	7	TGCP:T,MRLP:T,STT:N,FSSP:T,HNL:G,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:G,FPPI:G,CRWA:N,PCRA:T,DHFA:G,
4543	202027	11	TGCP:R,MRLP:R,STT:G,FSSP:G,HNL:G,MPO:N,OICP:R,IRO:R,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:R,PCRA:G,DHFA:G,
4544	202059	8	TGCP:T,MRLP:T,STT:N,FSSP:N,HNL:N,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:Y,
4545	202124	11	TGCP:N,MRLP:G,STT:G,FSSP:G,HNL:R,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:R,FPPI:N,CRWA:G,PCRA:G,DHFA:G,
4546	202131	24	TGCP:G,MRLP:R,STT:N,FSSP:G,HNL:G,MPO:N,OICP:G,IRO:R,HGRF:G,PTP:N,RRL:R,RRO:N,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:R,DHFA:G,
4547	202244	40	TGCP:G,MRLP:N,STT:G,FSSP:G,HNL:N,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:S,FPPI:G,CRWA:G,PCRA:G,DHFA:S,
4548	202275	14	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:N,FPPI:N,CRWA:C,PCRA:Y,DHFA:C,
4549	202364	7	TGCP:G,MRLP:N,STT:G,FSSP:N,HNL:S,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:N,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:S,
4550	202389	18	TGCP:C,MRLP:C,STT:C,FSSP:N,HNL:N,MPO:C,OICP:C,IRO:N,HGRF:C,PTP:C,RRL:M,RRO:M,CPS:C,PPNP:C,FPPI:N,CRWA:C,PCRA:M,DHFA:C,
4551	202464	89	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:Y,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4552	202491	27	TGCP:C,MRLP:C,STT:C,FSSP:N,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:N,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:Y,PCRA:C,DHFA:C,
4553	202493	25	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:Y,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:T,FPPI:N,CRWA:T,PCRA:T,DHFA:C,
4554	202497	56	TGCP:G,MRLP:G,STT:N,FSSP:N,HNL:A,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:N,FPPI:A,CRWA:G,PCRA:G,DHFA:A,
4555	202569	73	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:N,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:Y,FPPI:Y,CRWA:C,PCRA:C,DHFA:N,
4556	202645	34	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:N,MPO:R,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:N,FPPI:N,CRWA:G,PCRA:G,DHFA:N,
4557	202648	47	TGCP:G,MRLP:N,STT:G,FSSP:G,HNL:C,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:C,FPPI:C,CRWA:G,PCRA:G,DHFA:C,
4558	202758	11	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:T,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:T,FPPI:T,CRWA:G,PCRA:G,DHFA:T,
4559	202762	15	TGCP:A,MRLP:A,STT:A,FSSP:N,HNL:M,MPO:N,OICP:A,IRO:A,HGRF:A,PTP:N,RRL:A,RRO:N,CPS:A,PPNP:A,FPPI:A,CRWA:A,PCRA:A,DHFA:M,
4560	202808	40	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:N,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:N,CRWA:C,PCRA:C,DHFA:Y,
4561	202867	25	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:N,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:N,PPNP:N,FPPI:N,CRWA:G,PCRA:G,DHFA:A,
4562	202937	23	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:N,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:N,CRWA:C,PCRA:C,DHFA:M,
4563	203051	78	TGCP:Y,MRLP:Y,STT:Y,FSSP:C,HNL:C,MPO:T,OICP:Y,IRO:Y,HGRF:C,PTP:C,RRL:Y,RRO:T,CPS:C,PPNP:C,FPPI:C,CRWA:Y,PCRA:Y,DHFA:C,
4564	203063	5	TGCP:G,MRLP:R,STT:G,FSSP:N,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:N,CRWA:G,PCRA:G,DHFA:G,
4565	203087	39	TGCP:T,MRLP:T,STT:T,FSSP:N,HNL:T,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:N,CPS:T,PPNP:Y,FPPI:T,CRWA:T,PCRA:T,DHFA:Y,
4566	203100	12	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:Y,MPO:T,OICP:T,IRO:T,HGRF:N,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:Y,
4567	203112	30	TGCP:G,MRLP:N,STT:G,FSSP:N,HNL:R,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4568	203115	13	TGCP:A,MRLP:A,STT:A,FSSP:A,HNL:C,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:C,FPPI:C,CRWA:A,PCRA:A,DHFA:C,
4569	203142	63	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:R,PPNP:N,FPPI:G,CRWA:G,PCRA:G,DHFA:N,
4570	203221	64	TGCP:C,MRLP:C,STT:C,FSSP:N,HNL:C,MPO:N,OICP:M,IRO:N,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4571	203246	25	TGCP:G,MRLP:K,STT:G,FSSP:N,HNL:G,MPO:G,OICP:G,IRO:K,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:N,PPNP:G,FPPI:G,CRWA:K,PCRA:K,DHFA:G,
4572	203252	48	TGCP:K,MRLP:N,STT:N,FSSP:G,HNL:G,MPO:N,OICP:G,IRO:K,HGRF:G,PTP:G,RRL:K,RRO:K,CPS:G,PPNP:G,FPPI:G,CRWA:K,PCRA:K,DHFA:G,
4573	203287	5	TGCP:C,MRLP:N,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:Y,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4574	203333	16	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:N,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:T,FPPI:T,CRWA:C,PCRA:C,DHFA:N,
4575	203378	54	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:T,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:T,FPPI:T,CRWA:C,PCRA:C,DHFA:T,
4576	203446	62	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:R,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:A,FPPI:A,CRWA:G,PCRA:G,DHFA:R,
4577	203466	35	TGCP:G,MRLP:N,STT:G,FSSP:N,HNL:R,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:N,PCRA:G,DHFA:R,
4578	203494	41	TGCP:C,MRLP:N,STT:N,FSSP:N,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:Y,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4579	203562	50	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:N,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:M,
4580	203565	7	TGCP:Y,MRLP:T,STT:T,FSSP:T,HNL:T,MPO:T,OICP:Y,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:T,
4581	203632	72	TGCP:T,MRLP:T,STT:N,FSSP:T,HNL:T,MPO:N,OICP:T,IRO:Y,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:N,FPPI:N,CRWA:T,PCRA:T,DHFA:T,
4582	203679	26	TGCP:C,MRLP:N,STT:N,FSSP:N,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:N,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:S,
4583	203811	61	TGCP:A,MRLP:N,STT:A,FSSP:N,HNL:R,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:N,RRL:A,RRO:A,CPS:A,PPNP:N,FPPI:G,CRWA:A,PCRA:A,DHFA:R,
4584	203986	31	TGCP:Y,MRLP:T,STT:T,FSSP:T,HNL:N,MPO:T,OICP:Y,IRO:Y,HGRF:T,PTP:T,RRL:Y,RRO:T,CPS:Y,PPNP:N,FPPI:N,CRWA:Y,PCRA:T,DHFA:N,
4585	204009	22	TGCP:N,MRLP:T,STT:T,FSSP:T,HNL:Y,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:N,PPNP:Y,FPPI:Y,CRWA:T,PCRA:T,DHFA:T,
4586	204036	28	TGCP:N,MRLP:A,STT:W,FSSP:A,HNL:A,MPO:W,OICP:A,IRO:N,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:A,CRWA:A,PCRA:A,DHFA:A,
4587	204038	12	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:R,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:R,CRWA:G,PCRA:G,DHFA:R,
4588	204190	27	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:Y,
4589	204309	20	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:T,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:Y,RRO:T,CPS:T,PPNP:T,FPPI:T,CRWA:T,PCRA:Y,DHFA:T,
4590	204350	25	TGCP:G,MRLP:N,STT:G,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:R,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:R,DHFA:G,
4591	204412	27	TGCP:G,MRLP:G,STT:N,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:R,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4592	204440	21	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:Y,CRWA:C,PCRA:C,DHFA:C,
4593	204448	41	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:T,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:Y,RRO:T,CPS:N,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:T,
4594	204459	11	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:R,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:R,
4595	204598	12	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:Y,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4596	204708	30	TGCP:M,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:C,OICP:N,IRO:M,HGRF:N,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4597	204743	6	TGCP:A,MRLP:A,STT:A,FSSP:A,HNL:A,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:W,PPNP:A,FPPI:N,CRWA:A,PCRA:W,DHFA:A,
4598	204744	81	TGCP:G,MRLP:S,STT:N,FSSP:G,HNL:S,MPO:N,OICP:G,IRO:G,HGRF:N,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:C,FPPI:S,CRWA:G,PCRA:G,DHFA:S,
4599	204745	9	TGCP:K,MRLP:G,STT:N,FSSP:G,HNL:G,MPO:N,OICP:G,IRO:G,HGRF:K,PTP:N,RRL:G,RRO:K,CPS:G,PPNP:G,FPPI:G,CRWA:K,PCRA:K,DHFA:G,
4600	204748	49	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:N,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:A,FPPI:N,CRWA:G,PCRA:G,DHFA:N,
4601	204751	18	TGCP:A,MRLP:N,STT:A,FSSP:N,HNL:C,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:M,FPPI:A,CRWA:N,PCRA:A,DHFA:C,
4602	204835	14	TGCP:Y,MRLP:Y,STT:C,FSSP:C,HNL:N,MPO:C,OICP:C,IRO:Y,HGRF:C,PTP:C,RRL:Y,RRO:C,CPS:C,PPNP:N,FPPI:N,CRWA:C,PCRA:C,DHFA:N,
4603	204918	60	TGCP:A,MRLP:A,STT:A,FSSP:A,HNL:G,MPO:A,OICP:A,IRO:A,HGRF:A,PTP:A,RRL:A,RRO:A,CPS:A,PPNP:G,FPPI:R,CRWA:A,PCRA:A,DHFA:G,
4604	204934	52	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:Y,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:N,DHFA:C,
4605	204994	29	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:T,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:T,FPPI:N,CRWA:C,PCRA:C,DHFA:T,
4606	205023	27	TGCP:G,MRLP:G,STT:N,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:N,PTP:G,RRL:G,RRO:G,CPS:R,PPNP:N,FPPI:N,CRWA:G,PCRA:G,DHFA:G,
4607	205050	57	TGCP:C,MRLP:C,STT:N,FSSP:C,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:N,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:Y,PCRA:C,DHFA:C,
4608	205051	30	TGCP:N,MRLP:C,STT:C,FSSP:C,HNL:N,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:Y,
4609	205105	10	TGCP:T,MRLP:N,STT:N,FSSP:T,HNL:Y,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:T,FPPI:T,CRWA:N,PCRA:T,DHFA:Y,
4610	205184	19	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:K,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:K,FPPI:K,CRWA:T,PCRA:T,DHFA:K,
4611	205249	37	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:K,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:N,FPPI:T,CRWA:T,PCRA:T,DHFA:T,
4612	205253	72	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:S,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4613	205399	39	TGCP:T,MRLP:T,STT:T,FSSP:T,HNL:C,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:T,CPS:T,PPNP:C,FPPI:C,CRWA:T,PCRA:T,DHFA:C,
4614	205406	77	TGCP:R,MRLP:G,STT:N,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:R,DHFA:G,
4615	205429	21	TGCP:A,MRLP:A,STT:R,FSSP:N,HNL:N,MPO:R,OICP:A,IRO:A,HGRF:A,PTP:N,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:A,CRWA:A,PCRA:A,DHFA:A,
4616	205468	29	TGCP:G,MRLP:G,STT:N,FSSP:N,HNL:N,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:A,FPPI:R,CRWA:G,PCRA:G,DHFA:G,
4617	205530	50	TGCP:A,MRLP:R,STT:A,FSSP:N,HNL:A,MPO:A,OICP:A,IRO:R,HGRF:A,PTP:N,RRL:A,RRO:A,CPS:A,PPNP:A,FPPI:N,CRWA:N,PCRA:A,DHFA:A,
4618	205541	51	TGCP:C,MRLP:C,STT:N,FSSP:Y,HNL:C,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:Y,RRO:C,CPS:N,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:C,
4619	205564	32	TGCP:T,MRLP:N,STT:N,FSSP:T,HNL:T,MPO:N,OICP:T,IRO:T,HGRF:T,PTP:N,RRL:T,RRO:K,CPS:T,PPNP:T,FPPI:T,CRWA:T,PCRA:T,DHFA:T,
4620	205647	9	TGCP:G,MRLP:G,STT:G,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:K,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:N,CRWA:G,PCRA:G,DHFA:N,
4621	205674	59	TGCP:C,MRLP:C,STT:C,FSSP:N,HNL:Y,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:N,RRL:C,RRO:C,CPS:C,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:Y,
4622	205770	30	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:C,MPO:C,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:Y,PPNP:C,FPPI:C,CRWA:C,PCRA:C,DHFA:N,
4623	205821	6	TGCP:C,MRLP:C,STT:C,FSSP:C,HNL:T,MPO:N,OICP:C,IRO:C,HGRF:C,PTP:C,RRL:C,RRO:C,CPS:C,PPNP:T,FPPI:T,CRWA:C,PCRA:C,DHFA:T,
4624	205857	47	TGCP:G,MRLP:G,STT:N,FSSP:N,HNL:G,MPO:N,OICP:G,IRO:G,HGRF:K,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:G,CRWA:G,PCRA:G,DHFA:G,
4625	205888	40	TGCP:G,MRLP:G,STT:N,FSSP:G,HNL:R,MPO:N,OICP:G,IRO:G,HGRF:G,PTP:N,RRL:G,RRO:G,CPS:G,PPNP:A,FPPI:N,CRWA:G,PCRA:G,DHFA:R,
4626	205899	18	TGCP:G,MRLP:N,STT:N,FSSP:G,HNL:G,MPO:G,OICP:G,IRO:G,HGRF:G,PTP:G,RRL:G,RRO:G,CPS:G,PPNP:G,FPPI:N,CRWA:G,PCRA:G,DHFA:R,
4627	205915	80	TGCP:T,MRLP:T,STT:N,FSSP:T,HNL:T,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:G,FPPI:G,CRWA:T,PCRA:T,DHFA:K,
4628	205918	10	TGCP:T,MRLP:T,STT:T,FSSP:N,HNL:N,MPO:T,OICP:T,IRO:T,HGRF:T,PTP:T,RRL:T,RRO:T,CPS:T,PPNP:K,FPPI:N,CRWA:T,PCRA:T,DHFA:N,
